Acquisition Type,AMI Category,Bathrooms,Bedrooms,Block GeoID,Built Year,Organizational Sponsor/Owner,Property/Project Name,Restriction Type,Square Feet,Tenure Type,Unit ID,Unit Type,Year Unit Became Permanently Affordable
LTRA,80% AMI,1,0,80130126071,1989,Golen West Manor,Golden West Senior Living,Likely to Remain Affordable,311,Rental,5803,,1999
LTRA,80% AMI,1,0,80130126071,1989,Golen West Manor,Golden West Senior Living,Likely to Remain Affordable,311,Rental,5804,,1999
LTRA,80% AMI,1,0,80130126071,1971,Golen West Manor,Golden West Senior Living,Likely to Remain Affordable,420,Rental,5805,,1999
LTRA,80% AMI,1,1,80130126071,1964,Golen West Manor,Golden West Senior Living,Likely to Remain Affordable,540,Rental,5806,,1999
LTRA,80% AMI,1,0,80130126071,1964,Golen West Manor,Golden West Senior Living,Likely to Remain Affordable,470,Rental,5807,,1999
LTRA,80% AMI,1,0,80130126071,1971,Golen West Manor,Golden West Senior Living,Likely to Remain Affordable,430,Rental,5808,,1999
LTRA,80% AMI,1,0,80130126071,1971,Golen West Manor,Golden West Senior Living,Likely to Remain Affordable,420,Rental,5809,,1999
LTRA,60% AMI,1,3,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,950,Rental,5884,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,5885,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,5886,,1999
LTRA,60% AMI,1,0,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,390,Rental,5888,,1999
LTRA,80% AMI,1,0,80130126071,1989,Golen West Manor,Golden West Senior Living,Likely to Remain Affordable,311,Rental,6294,,1999
LTRA,80% AMI,1,0,80130126071,1989,Golen West Manor,Golden West Senior Living,Likely to Remain Affordable,311,Rental,6295,,1999
LTRA,HUD Low,1,1,80130121023,1958,Mental Health Partners,Alpine House,Likely to Remain Affordable,483,Rental,6757,,2018
LTRA,HUD Low,1,1,80130121023,1958,Mental Health Partners,Alpine House,Likely to Remain Affordable,483,Rental,6758,,2018
LTRA,80% AMI,1,0,80130126071,1989,Golen West Manor,Golden West Senior Living,Likely to Remain Affordable,311,Rental,6759,,1999
LTRA,80% AMI,1,0,80130126071,1989,Golen West Manor,Golden West Senior Living,Likely to Remain Affordable,311,Rental,6760,,1999
LTRA,80% AMI,1,0,80130126071,1989,Golen West Manor,Golden West Senior Living,Likely to Remain Affordable,311,Rental,6761,,1999
New Construction,110% AMI,1,2,80130122024,1996,NA,East End,Middle Income PA,819,Homeowner,47,,1997
New Construction,HUD + 20%,2,2,80130127013,2000,NA,Four Mile Corner,Middle Income PA,1369,Homeowner,69,,2001
New Construction,HUD + 45%,2,2,80130127013,2000,NA,Four Mile Corner,Middle Income PA,1369,Homeowner,70,,2001
New Construction,HUD + 45%,2,2,80130127013,2000,NA,Four Mile Corner,Middle Income PA,0,Homeowner,71,,2001
New Construction,HUD + 45%,2,2,80130127013,2001,NA,Four Mile Corner,Middle Income PA,1480,Homeowner,72,,2001
New Construction,105% AMI,1,2,80130121021,1998,NA,Iris Hollow,Middle Income PA,964,Homeowner,74,,1999
New Construction,105% AMI,1,2,80130121021,1998,NA,Iris Hollow,Middle Income PA,856,Homeowner,78,,1999
New Construction,105% AMI,1,2,80130121021,1998,NA,Iris Hollow,Middle Income PA,856,Homeowner,81,,1999
New Construction,105% AMI,1,2,80130121021,1998,NA,Iris Hollow,Middle Income PA,856,Homeowner,82,,1999
New Construction,105% AMI,1,2,80130121021,1998,NA,Iris Hollow,Middle Income PA,964,Homeowner,85,,1999
New Construction,HUD + 35%,1,2,80130121021,1998,NA,Iris Hollow,Middle Income PA,964,Homeowner,86,,1999
New Construction,100% AMI,1,1,80130121012,1998,NA,Iris Hollow,Middle Income PA,568,Homeowner,94,,1999
New Construction,100% AMI,1,2,80130121012,1998,NA,Iris Hollow,Middle Income PA,874,Homeowner,96,,1999
New Construction,105% AMI,1.5,3,80130121021,1998,NA,Iris Hollow,Middle Income PA,1294,Homeowner,97,,1999
New Construction,105% AMI,1,2,80130121021,1999,NA,Iris Hollow,Middle Income PA,820,Homeowner,128,,1999
New Construction,105% AMI,1,2,80130121021,1998,NA,Iris Hollow,Middle Income PA,864,Homeowner,134,,1999
New Construction,HUD + 35%,1,2,80130121021,1998,NA,Iris Hollow,Middle Income PA,864,Homeowner,135,,1999
New Construction,105% AMI,1,2,80130121021,1998,NA,Iris Hollow,Middle Income PA,864,Homeowner,136,,1999
New Construction,105% AMI,1,3,80130121021,1998,NA,Iris Hollow,Middle Income PA,864,Homeowner,137,,1999
New Construction,105% AMI,1.5,2,80130121021,1998,NA,Iris Hollow,Middle Income PA,864,Homeowner,138,,1999
New Construction,115% AMI,2.5,3,80130121053,1997,NA,Nomad,Middle Income PA,1420,Homeowner,150,,1998
New Construction,110% AMI,2,2,80130121053,1997,NA,Nomad,Middle Income PA,1230,Homeowner,151,,1998
New Construction,95% AMI,1,1,80130121053,1997,NA,Nomad,Middle Income PA,709,Homeowner,152,,1998
New Construction,115% AMI,2.5,3,80130121053,1997,NA,Nomad,Middle Income PA,1002,Homeowner,153,,1998
Acquisition/Rehab,120% AMI,1.75,3,80130121053,1962,NA,Poplar,Middle Income PA,1260,Homeowner,809,,2001
New Construction,HUD + 30%,2,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1034,Homeowner,2242,,2012
New Construction,HUD + 30%,2,2,80130127014,2007,Market,Northfield Commons,Middle Income PA,1145,Homeowner,2243,,2012
New Construction,HUD + 30%,2,2,80130127014,2007,Market,Northfield Commons,Middle Income PA,1069,Homeowner,2245,,2012
New Construction,HUD + 30%,2,2,80130127014,2007,Market,Northfield Commons,Middle Income PA,1145,Homeowner,2247,,2012
New Construction,HUD + 47%,2,2,80130127014,2007,Market,Northfield Commons,Middle Income PA,1344,Homeowner,2249,,2007
New Construction,HUD + 47%,2,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1337,Homeowner,2250,,2007
New Construction,HUD + 47%,2,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1341,Homeowner,2251,,2007
New Construction,HUD + 47%,2,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1341,Homeowner,2252,,2007
New Construction,HUD + 47%,2,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1341,Homeowner,2253,,2007
New Construction,HUD + 47%,2,2,80130127014,2007,Market,Northfield Commons,Middle Income PA,1341,Homeowner,2254,,2007
New Construction,HUD + 47%,2,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1341,Homeowner,2255,,2007
New Construction,HUD + 47%,2,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1341,Homeowner,2256,,2007
New Construction,HUD + 47%,2.5,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1529,Homeowner,2267,,2008
New Construction,HUD + 47%,3.5,3,80130127014,2008,Market,Northfield Commons,Middle Income PA,1529,Homeowner,2268,,2008
New Construction,HUD + 47%,2.5,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1529,Homeowner,2275,,2008
New Construction,HUD + 47%,2.5,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1529,Homeowner,2276,,2008
New Construction,HUD + 47%,2.5,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1564,Homeowner,2262,,2007
New Construction,HUD + 47%,2.5,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1506,Homeowner,2265,,2008
New Construction,HUD + 47%,2.5,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1506,Homeowner,2266,,2008
New Construction,HUD + 47%,2.5,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1564,Homeowner,2269,,2008
New Construction,HUD + 47%,2.5,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1564,Homeowner,2270,,2008
New Construction,HUD + 47%,2.5,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1506,Homeowner,2273,,2008
New Construction,HUD + 47%,3.5,3,80130127014,2008,Market,Northfield Commons,Middle Income PA,1506,Homeowner,2274,,2008
New Construction,HUD + 47%,2.5,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1820,Homeowner,2261,,2007
New Construction,HUD + 47%,2.5,3,80130127014,2007,Market,Northfield Commons,Middle Income PA,1529,Homeowner,2259,,2007
New Construction,HUD + 47%,2.5,2,80130127014,2007,Market,Northfield Commons,Middle Income PA,1529,Homeowner,2260,,2007
New Construction,HUD + 47%,3.5,3,80130127014,2008,Market,Northfield Commons,Middle Income PA,1850,Homeowner,2263,,2008
New Construction,HUD + 47%,2.5,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1528,Homeowner,2264,,2008
New Construction,HUD + 47%,2.5,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1528,Homeowner,2271,,2008
New Construction,HUD + 47%,2.5,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1528,Homeowner,2272,,2008
New Construction,HUD + 47%,2.5,2,80130127014,2007,Market,Northfield Commons,Middle Income PA,1506,Homeowner,2257,,2007
New Construction,HUD + 47%,2.5,2,80130127014,2007,Market,Northfield Commons,Middle Income PA,1506,Homeowner,2258,,2007
New Construction,HUD + 50%,3.5,4,80130127014,2007,Market,Northfield Commons,Middle Income PA,2066,Homeowner,2277,,2008
New Construction,HUD + 50%,3.5,4,80130127014,2007,Market,Northfield Commons,Middle Income PA,1892,Homeowner,2278,,2008
New Construction,HUD + 50%,3.5,4,80130127014,2007,Market,Northfield Commons,Middle Income PA,2187,Homeowner,2279,,2008
New Construction,HUD + 50%,2.5,4,80130127014,2007,Market,Northfield Commons,Middle Income PA,1892,Homeowner,2280,,2008
New Construction,HUD + 50%,2.5,3,80130127014,2007,Market,Northfield Commons,Middle Income PA,1892,Homeowner,2281,,2008
New Construction,HUD + 50%,3.5,4,80130127014,2007,Market,Northfield Commons,Middle Income PA,2269,Homeowner,2282,,2008
New Construction,HUD + 47%,2,2,80130127014,2007,Market,Northfield Commons,Middle Income PA,1324,Homeowner,2284,,2008
New Construction,HUD + 47%,2,2,80130127014,2008,Market,Northfield Commons,Middle Income PA,1326,Homeowner,2285,,2008
New Construction,HUD + 47%,2,2,80130127014,2007,Market,Northfield Commons,Middle Income PA,1324,Homeowner,2286,,2009
New Construction,HUD + 47%,2,2,80130127014,2007,Market,Northfield Commons,Middle Income PA,1326,Homeowner,2287,,2009
New Construction,HUD + 47%,2.5,2,80130127013,2009,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1506,Homeowner,3608,,2010
New Construction,HUD + 47%,2.5,2,80130127013,2009,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1506,Homeowner,3609,,2010
New Construction,HUD + 47%,2.5,2,80130127013,2009,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1529,Homeowner,3610,,2010
New Construction,HUD + 47%,2.5,2,80130127013,2009,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1529,Homeowner,3611,,2010
New Construction,HUD + 47%,2.5,2,80130127013,2009,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1506,Homeowner,3612,,2010
New Construction,HUD + 47%,2.5,2,80130127013,2009,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1506,Homeowner,3613,,2010
New Construction,HUD + 47%,2.5,2,80130127013,2009,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1529,Homeowner,3614,,2010
New Construction,HUD + 47%,2.5,3,80130127013,2010,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1506,Homeowner,3615,,2010
New Construction,HUD + 47%,2.5,2,80130127013,2011,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1506,Homeowner,3616,,2010
New Construction,HUD + 47%,2.5,2,80130127013,2011,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1529,Homeowner,3617,,2010
New Construction,HUD + 47%,2.5,2,80130127013,2010,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1529,Homeowner,3618,,2010
New Construction,HUD + 40%,2,3,80130127013,2010,Thistle,Tobys Lane,Middle Income PA,1380,Homeowner,3675,,2010
New Construction,HUD + 40%,2,3,80130127013,2010,Thistle,Tobys Lane,Middle Income PA,1513,Homeowner,3676,,2010
New Construction,HUD + 47%,2.5,2,80130127013,2011,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1529,Homeowner,3619,,2010
New Construction,HUD + 47%,2.5,2,80130127013,2010,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1506,Homeowner,3620,,2010
New Construction,HUD + 47%,1.75,2,80130127013,2016,NA,Washington Village,Middle Income PA,1064,Homeowner,3865,,2018
New Construction,HUD + 47%,1.75,2,80130127013,2016,NA,Washington Village,Middle Income PA,1001,Homeowner,3866,,2018
New Construction,HUD + 47%,1.75,2,80130127013,2013,NA,Washington Village,Middle Income PA,901,Homeowner,3867,,2018
New Construction,HUD + 47%,1.75,2,80130127013,2013,NA,Washington Village,Middle Income PA,901,Homeowner,3868,,2018
New Construction,HUD + 40%,2.5,3,80130127013,2013,Thistle,Rosewood,Middle Income PA,1558,Homeowner,3951,,2010
New Construction,HUD + 40%,2.5,3,80130127013,2013,Thistle,Rosewood,Middle Income PA,1558,Homeowner,3952,,2010
New Construction,HUD + 47%,2.5,2,80130127013,2010,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1506,Homeowner,3621,,2010
New Construction,HUD + 47%,2.5,3,80130127013,2011,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1860,Homeowner,3622,,2010
New Construction,HUD + 47%,2.5,2,80130127013,2011,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1529,Homeowner,3623,,2010
New Construction,HUD + 47%,2.5,2,80130127102,2012,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1926,Homeowner,3624,,2010
New Construction,HUD + 47%,2.5,3,80130127102,2011,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1506,Homeowner,3625,,2010
New Construction,HUD + 47%,2.5,2,80130121013,2011,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1529,Homeowner,3626,,2010
New Construction,HUD + 35%,2.5,3,80130121013,2014,NA,Kalmia38,Middle Income PA,1706,Homeowner,4139,,2014
New Construction,HUD + 35%,2.5,3,80130121013,2014,NA,Kalmia38,Middle Income PA,1706,Homeowner,4140,,2014
New Construction,HUD + 35%,2.5,3,80130121013,2015,NA,Kalmia38,Middle Income PA,1714,Homeowner,4141,,2014
New Construction,HUD + 35%,2.5,3,80130122013,2014,NA,Kalmia38,Middle Income PA,1700,Homeowner,4142,,2014
New Construction,HUD + 35%,2.5,3,80130122013,2014,NA,Kalmia38,Middle Income PA,1714,Homeowner,4143,,2014
New Construction,HUD + 35%,2.5,3,80130127014,2014,NA,Kalmia38,Middle Income PA,1700,Homeowner,4144,,2014
New Construction,HUD + 35%,2.5,3,80130127014,2014,NA,Kalmia38,Middle Income PA,1714,Homeowner,4145,,2014
New Construction,HUD + 35%,2.5,3,80130127014,2014,NA,Kalmia38,Middle Income PA,1693,Homeowner,4146,,2014
New Construction,HUD + 40%,3.5,3,80130127014,2014,NA,Kalmia38,Middle Income PA,1301,Homeowner,4147,,2014
New Construction,HUD + 40%,2.5,3,80130127014,2014,NA,Kalmia38,Middle Income PA,1301,Homeowner,4148,,2014
New Construction,HUD + 20%,1.5,2,80130127014,2013,NA,Park Gables,Middle Income PA,1512,Homeowner,4868,,2014
New Construction,HUD + 47%,2.5,2,80130127014,2012,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1529,Homeowner,3631,,2010
New Construction,HUD + 50%,2.5,3,80130127014,2009,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1892,Homeowner,3632,,2010
New Construction,HUD + 50%,2.5,3,80130127014,2009,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1892,Homeowner,3633,,2010
New Construction,HUD + 50%,2.5,3,80130127014,2009,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,1892,Homeowner,3634,,2010
New Construction,HUD + 50%,3.5,3,80130122012,2009,Flatirons Habitat for Humanity,Northfield Village,Middle Income PA,2279,Homeowner,3635,,2010
New Construction,60% AMI,1,2,80130121051,1998,NA,Yarmouth,Permanently Affordable,782,Homeowner,5,,1999
New Construction,60% AMI,1,2,80130121051,1998,NA,Yarmouth,Permanently Affordable,564,Homeowner,6,,1999
New Construction,HUD + 10%,2.5,3,80130121051,1998,NA,Yarmouth,Permanently Affordable,1400,Homeowner,8,,1999
New Construction,HUD + 10%,2,3,80130121051,2006,Affordable Housing Alliance,Southern Lights,Permanently Affordable,1278,Homeowner,2163,,2007
New Construction,HUD + 10%,2,3,80130121051,2006,Affordable Housing Alliance,Southern Lights,Permanently Affordable,1227,Homeowner,2164,,2007
New Construction,HUD Low,2.5,3,80130121051,2006,Affordable Housing Alliance,Southern Lights,Permanently Affordable,1548,Homeowner,2165,,2007
New Construction,HUD Low,2.5,3,80130121051,2006,Affordable Housing Alliance,Southern Lights,Permanently Affordable,1504,Homeowner,2166,,2007
Acquisition Only,60% AMI,2,4,80130137011,1999,Boulder Housing Partners,Dakota Ridge Apartments,Permanently Affordable,1506,Rental,21,,2000
Acquisition Only,60% AMI,2,4,80130137011,1999,Boulder Housing Partners,Dakota Ridge Apartments,Permanently Affordable,1506,Rental,22,,2000
Acquisition Only,60% AMI,2,3,80130137011,1999,Boulder Housing Partners,Dakota Ridge Apartments,Permanently Affordable,1344,Rental,23,,2000
Acquisition Only,60% AMI,2,4,80130137011,1999,Boulder Housing Partners,Dakota Ridge Apartments,Permanently Affordable,1494,Rental,24,,2000
Acquisition Only,60% AMI,2,3,80130137011,1999,Boulder Housing Partners,Dakota Ridge Apartments,Permanently Affordable,1344,Rental,25,,2000
Acquisition Only,60% AMI,2,4,80130137011,1999,Boulder Housing Partners,Dakota Ridge Apartments,Permanently Affordable,1494,Rental,26,,2000
Acquisition Only,60% AMI,2,3,80130137011,1999,Boulder Housing Partners,Dakota Ridge Apartments,Permanently Affordable,1344,Rental,27,,2000
Acquisition Only,60% AMI,2,4,80130137011,1999,Boulder Housing Partners,Dakota Ridge Apartments,Permanently Affordable,1494,Rental,28,,2000
Acquisition Only,60% AMI,2,3,80130137011,1999,Boulder Housing Partners,Dakota Ridge Apartments,Permanently Affordable,1344,Rental,29,,2000
Acquisition Only,60% AMI,2,4,80130137011,1999,Boulder Housing Partners,Dakota Ridge Apartments,Permanently Affordable,1344,Rental,30,,2000
Acquisition Only,60% AMI,2,3,80130137011,1999,Boulder Housing Partners,Dakota Ridge Apartments,Permanently Affordable,1344,Rental,31,,2000
Acquisition Only,60% AMI,2,4,80130137011,1999,Boulder Housing Partners,Dakota Ridge Apartments,Permanently Affordable,1494,Rental,32,,2000
Acquisition Only,60% AMI,2,3,80130137011,1999,Boulder Housing Partners,Dakota Ridge Apartments,Permanently Affordable,1344,Rental,33,,2000
Acquisition Only,30% AMI,1,2,80130121021,1972,Boulder Shelter for the Homeless,BSH Transitional Housing,Permanently Affordable,792,Rental,53,,2002
Acquisition Only,60% AMI,1,2,80130121054,1962,Boulder Housing Partners,Sanitas Place Apartments,Permanently Affordable,565,Rental,73,,2000
New Construction,HUD + 5%,1,2,80130121021,1999,NA,Iris Hollow,Permanently Affordable,926,Homeowner,75,,1999
New Construction,HUD + 5%,1,2,80130121021,1999,NA,Iris Hollow,Permanently Affordable,926,Homeowner,76,,1999
New Construction,60% AMI,1,1,80130121021,1999,NA,Iris Hollow,Permanently Affordable,608,Homeowner,77,,1999
New Construction,HUD + 5%,1,2,80130121021,1998,NA,Iris Hollow,Permanently Affordable,900,Homeowner,79,,1999
New Construction,71% AMI,1,2,80130121021,1998,NA,Iris Hollow,Permanently Affordable,926,Homeowner,80,,1999
New Construction,60% AMI,1,1,80130121021,1998,NA,Iris Hollow,Permanently Affordable,608,Homeowner,83,,1999
New Construction,HUD + 10%,1,2,80130121021,1998,NA,Iris Hollow,Permanently Affordable,926,Homeowner,84,,1999
New Construction,60% AMI,1,1,80130121021,1999,NA,Iris Hollow,Permanently Affordable,627,Homeowner,87,,1999
New Construction,60% AMI,1,1,80130121021,1998,NA,Iris Hollow,Permanently Affordable,593,Homeowner,88,,1999
New Construction,60% AMI,1,1,80130121021,1998,NA,Iris Hollow,Permanently Affordable,667,Homeowner,89,,1999
New Construction,60% AMI,1,1,80130121021,1998,NA,Iris Hollow,Permanently Affordable,593,Homeowner,90,,1999
