Acquisition Type,AMI Category,Bathrooms,Bedrooms,Block GeoID,Built Year,Organizational Sponsor/Owner,Property/Project Name,Restriction Type,Square Feet,Tenure Type,Unit ID,Unit Type,Year Unit Became Permanently Affordable
New Construction,50% AMI,2.5,3,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,1476,Rental,4739,,2015
New Construction,60% AMI,1,1,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,559,Rental,4740,,2015
New Construction,60% AMI,1,1,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,559,Rental,4741,,2015
New Construction,60% AMI,1.5,2,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,788,Rental,4742,,2015
New Construction,60% AMI,1.5,2,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,788,Rental,4743,,2015
New Construction,60% AMI,1,1,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,559,Rental,4744,,2015
New Construction,60% AMI,1,1,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,559,Rental,4745,,2015
New Construction,60% AMI,1.5,2,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,788,Rental,4746,,2015
New Construction,60% AMI,1.5,2,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,788,Rental,4747,,2015
New Construction,60% AMI,2,2,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,1141,Rental,4748,,2015
New Construction,60% AMI,1.5,2,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,788,Rental,4750,,2015
New Construction,60% AMI,1,1,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,559,Rental,4751,,2015
New Construction,60% AMI,1.5,2,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,788,Rental,4752,,2015
New Construction,60% AMI,1.5,2,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,788,Rental,4753,,2015
New Construction,60% AMI,1,1,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,559,Rental,4754,,2015
New Construction,60% AMI,1,1,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,559,Rental,4755,,2015
New Construction,60% AMI,1.5,2,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,788,Rental,4756,,2015
New Construction,60% AMI,1.5,2,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,788,Rental,4757,,2015
New Construction,60% AMI,1,1,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,559,Rental,4758,,2015
New Construction,60% AMI,1,1,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,559,Rental,4759,,2015
New Construction,60% AMI,1,1,80130121021,2013,Allison Management / Thistle Communities,Lumin 28th St,Permanently Affordable,559,Rental,4760,,2015
New Construction,60% AMI,1.5,3,80130127014,2015,Flatirons Habitat for Humanity,Kalmia,Permanently Affordable,1203,Homeowner,4767,,2017
New Construction,60% AMI,1.5,3,80130127014,2015,Flatirons Habitat for Humanity,Kalmia,Permanently Affordable,1337,Homeowner,4768,,2017
New Construction,60% AMI,1.5,3,80130127014,2015,Flatirons Habitat for Humanity,Kalmia,Permanently Affordable,1337,Homeowner,4769,,2018
New Construction,60% AMI,1.5,3,80130127014,2015,Flatirons Habitat for Humanity,Kalmia,Permanently Affordable,1337,Homeowner,4770,,2017
New Construction,50% AMI,1,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,828,Rental,4773,,2018
New Construction,50% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4784,,2018
New Construction,50% AMI,1,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,871,Rental,4785,,2018
New Construction,50% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,871,Rental,4786,,2018
New Construction,60% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,871,Rental,4787,,2018
New Construction,60% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,871,Rental,4788,,2018
New Construction,60% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,871,Rental,4789,,2018
New Construction,60% AMI,1.5,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,909,Rental,4790,,2018
New Construction,60% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4791,,2018
New Construction,50% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4792,,2018
New Construction,50% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4793,,2018
New Construction,50% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4794,,2018
New Construction,50% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4795,,2018
New Construction,50% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4796,,2018
New Construction,50% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4797,,2018
New Construction,50% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4798,,2018
New Construction,50% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4799,,2018
New Construction,50% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4800,,2018
New Construction,50% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4801,,2018
New Construction,50% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4802,,2018
New Construction,50% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4803,,2018
New Construction,50% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4804,,2018
New Construction,50% AMI,2,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4805,,2018
New Construction,50% AMI,1,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4806,,2018
New Construction,50% AMI,1,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,962,Rental,4807,,2018
New Construction,50% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4808,,2018
New Construction,50% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4809,,2018
New Construction,50% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4810,,2018
New Construction,50% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4811,,2018
New Construction,50% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4812,,2018
New Construction,50% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4813,,2018
New Construction,50% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4814,,2018
New Construction,50% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4815,,2018
New Construction,50% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4816,,2018
New Construction,50% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4817,,2018
New Construction,50% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4818,,2018
New Construction,50% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4819,,2018
New Construction,50% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4820,,2018
New Construction,50% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4821,,2018
New Construction,50% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4822,,2018
New Construction,60% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4823,,2018
New Construction,60% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4824,,2018
New Construction,60% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4825,,2018
New Construction,60% AMI,2,3,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,1180,Rental,4826,,2018
New Construction,50% AMI,1,2,80130122034,2018,Element Properties,Spark_west,Permanently Affordable,828,Rental,4828,,2018
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4829,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4830,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4831,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4832,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4833,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4834,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4835,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4836,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4837,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4838,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4839,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4840,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4841,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4842,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4843,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4844,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4845,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4846,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4847,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4848,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4849,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4850,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4851,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4852,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4853,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4854,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4855,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4856,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4857,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4858,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4859,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,582,Rental,4860,,2014
Acquisition Only,30% AMI,1,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4879,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4880,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4881,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4882,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4883,,2014
Acquisition Only,60% AMI,1,2,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,790,Rental,4884,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,600,Rental,4885,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,600,Rental,4886,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,640,Rental,4887,,2015
Acquisition Only,60% AMI,1,2,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,790,Rental,4888,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,600,Rental,4889,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,600,Rental,4890,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,640,Rental,4891,,2015
Acquisition Only,60% AMI,1,2,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,790,Rental,4892,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,600,Rental,4893,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,600,Rental,4894,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,640,Rental,4895,,2015
Acquisition Only,60% AMI,1,2,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,700,Rental,4896,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,600,Rental,4897,,2015
Acquisition Only,60% AMI,1.5,2,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,800,Rental,4898,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,660,Rental,4899,,2015
Acquisition Only,60% AMI,1.5,2,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,800,Rental,4900,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,660,Rental,4901,,2015
Acquisition Only,60% AMI,1,2,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,700,Rental,4902,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,600,Rental,4903,,2015
Acquisition Only,60% AMI,1.5,2,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,800,Rental,4904,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,660,Rental,4905,,2015
Acquisition Only,60% AMI,1.5,2,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,800,Rental,4906,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,660,Rental,4907,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,640,Rental,4908,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,600,Rental,4909,,2015
Acquisition Only,60% AMI,1,0,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,430,Rental,4910,,2015
Acquisition Only,60% AMI,1,3,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,960,Rental,4911,,2015
Acquisition Only,60% AMI,1,1,80130122034,1974,Element Properties,Nest on 30th,Permanently Affordable,640,Rental,4912,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,600,Rental,4913,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,600,Rental,4914,,2015
Acquisition Only,60% AMI,1,2,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,790,Rental,4915,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,640,Rental,4916,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,600,Rental,4917,,2015
Acquisition Only,60% AMI,1,1,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,600,Rental,4918,,2015
Acquisition Only,60% AMI,1,2,80130122034,1971,Element Properties,Nest on 30th,Permanently Affordable,790,Rental,4919,,2015
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4920,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4921,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4922,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4923,,2014
Acquisition Only,30% AMI,,0,80130125071,1989,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4924,,2014
Acquisition Only,30% AMI,1,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4925,,2014
Acquisition Only,30% AMI,1,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4926,,2014
Acquisition Only,30% AMI,1,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4927,,2014
Acquisition Only,30% AMI,1,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4928,,2014
Acquisition Only,30% AMI,1,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4929,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4930,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4931,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4932,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4933,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4934,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4935,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4936,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4937,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4938,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4939,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4940,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4941,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4942,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4943,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4944,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4945,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4946,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4947,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4948,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4949,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4950,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4951,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4952,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4953,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4954,,2014
New Construction,HUD + 10%,3.5,4,80130121041,2015,Thistle,Trail Crossing at Lee Hill,Permanently Affordable,1776,Homeowner,4958,,2017
New Construction,HUD + 10%,3.5,4,80130121041,2015,Thistle,Trail Crossing at Lee Hill,Permanently Affordable,1586,Homeowner,4959,,2016
New Construction,HUD + 10%,3.5,4,80130121041,2015,Thistle,Trail Crossing at Lee Hill,Permanently Affordable,1724,Homeowner,4960,,2017
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4963,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4964,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4965,,2014
Acquisition Only,30% AMI,0,0,80130125071,1984,Bridge House,Ready to Work,Permanently Affordable,260,Rental,4970,,2014
Rehab Only,30% AMI,0,1,NA,1996,Mother House Inc.,Mother House,Permanently Affordable,259,Rental,4971,,2013
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,577,Rental,5008,,2014
New Construction,60% AMI,1,2,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,853,Rental,5009,,2014
New Construction,60% AMI,1,2,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,853,Rental,5010,,2014
New Construction,60% AMI,1,2,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,849,Rental,5011,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,576,Rental,5012,,2014
New Construction,60% AMI,1,0,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,455,Rental,5013,,2014
New Construction,60% AMI,1,2,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,855,Rental,5014,,2014
New Construction,60% AMI,1,0,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,455,Rental,5015,,2014
New Construction,60% AMI,1,2,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,855,Rental,5016,,2014
New Construction,60% AMI,1,0,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,453,Rental,5017,,2014
New Construction,60% AMI,1,0,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,471,Rental,5018,,2014
New Construction,60% AMI,1,2,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,849,Rental,5019,,2014
New Construction,60% AMI,1,0,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,451,Rental,5020,,2014
New Construction,60% AMI,1,0,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,455,Rental,5021,,2014
New Construction,60% AMI,1,2,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,855,Rental,5022,,2014
New Construction,60% AMI,1,0,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,455,Rental,5023,,2014
New Construction,60% AMI,1,2,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,855,Rental,5024,,2014
New Construction,60% AMI,1,0,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,453,Rental,5025,,2014
New Construction,60% AMI,1,0,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,471,Rental,5026,,2014
New Construction,60% AMI,1,2,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,853,Rental,5027,,2014
New Construction,60% AMI,1,2,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,852,Rental,5028,,2014
New Construction,60% AMI,1,2,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,852,Rental,5029,,2014
New Construction,60% AMI,1,2,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,853,Rental,5030,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,592,Rental,5031,,2014
New Construction,60% AMI,1,2,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,844,Rental,5032,,2014
New Construction,60% AMI,1,2,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,853,Rental,5033,,2014
New Construction,60% AMI,1,2,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,853,Rental,5034,,2014
New Construction,60% AMI,1,1,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,592,Rental,5035,,2014
New Construction,60% AMI,1,2,80130122034,2013,Allison Management / Thistle Communities,Ledges 29th St.,Permanently Affordable,844,Rental,5036,,2014
New Construction,50% AMI,1,1,80130127014,2018,Boulder Housing Partners,Palo Park Apartments,Permanently Affordable,,Rental,5044,,2018
Rehab Only,30% AMI,1,1,80130122033,1972,Boulder Shelter for the Homeless,BSH Transitional Housing,Permanently Affordable,947,Rental,5143,,2016
