id,area_code,year,household_type_id,household_type_description,age_group_id,age_group_description,total_households
30406,55,2037,1,One adult with no children,0,Total,856
30407,55,2037,1,One adult with no children,1,18-24,13
30408,55,2037,1,One adult with no children,2,25-44,101
30409,55,2037,1,One adult with no children,3,45-64,231
30410,55,2037,1,One adult with no children,4,65 & Over,511
30411,55,2037,2,One adult with children,0,Total,102
30412,55,2037,2,One adult with children,1,18-24,2
30413,55,2037,2,One adult with children,2,25-44,69
30414,55,2037,2,One adult with children,3,45-64,30
30415,55,2037,2,One adult with children,4,65 & Over,1
30416,55,2037,3,More than one adult with no children,0,Total,1180
30417,55,2037,3,More than one adult with no children,1,18-24,19
30418,55,2037,3,More than one adult with no children,2,25-44,119
30419,55,2037,3,More than one adult with no children,3,45-64,451
30420,55,2037,3,More than one adult with no children,4,65 & Over,591
30421,55,2037,4,More than one adult with children,0,Total,627
30422,55,2037,4,More than one adult with children,1,18-24,13
30423,55,2037,4,More than one adult with children,2,25-44,375
30424,55,2037,4,More than one adult with children,3,45-64,188
30425,55,2037,4,More than one adult with children,4,65 & Over,51
30426,55,2038,0,All Households,0,Total,2742
30427,55,2038,0,All Households,1,18-24,45
30428,55,2038,0,All Households,2,25-44,647
30429,55,2038,0,All Households,3,45-64,922
30430,55,2038,0,All Households,4,65 & Over,1128
30431,55,2038,1,One adult with no children,0,Total,846
30432,55,2038,1,One adult with no children,1,18-24,12
30433,55,2038,1,One adult with no children,2,25-44,98
30434,55,2038,1,One adult with no children,3,45-64,237
30435,55,2038,1,One adult with no children,4,65 & Over,499
30436,55,2038,2,One adult with children,0,Total,101
30437,55,2038,2,One adult with children,1,18-24,2
30438,55,2038,2,One adult with children,2,25-44,67
30439,55,2038,2,One adult with children,3,45-64,31
30440,55,2038,2,One adult with children,4,65 & Over,1
30441,55,2038,3,More than one adult with no children,0,Total,1174
30442,55,2038,3,More than one adult with no children,1,18-24,19
30443,55,2038,3,More than one adult with no children,2,25-44,116
30444,55,2038,3,More than one adult with no children,3,45-64,461
30445,55,2038,3,More than one adult with no children,4,65 & Over,578
30446,55,2038,4,More than one adult with children,0,Total,621
30447,55,2038,4,More than one adult with children,1,18-24,12
30448,55,2038,4,More than one adult with children,2,25-44,366
30449,55,2038,4,More than one adult with children,3,45-64,193
30450,55,2038,4,More than one adult with children,4,65 & Over,50
30451,55,2039,0,All Households,0,Total,2716
30452,55,2039,0,All Households,1,18-24,46
30453,55,2039,0,All Households,2,25-44,630
30454,55,2039,0,All Households,3,45-64,946
30455,55,2039,0,All Households,4,65 & Over,1094
30456,55,2039,1,One adult with no children,0,Total,834
30457,55,2039,1,One adult with no children,1,18-24,13
30458,55,2039,1,One adult with no children,2,25-44,95
30459,55,2039,1,One adult with no children,3,45-64,243
30460,55,2039,1,One adult with no children,4,65 & Over,483
30461,55,2039,2,One adult with children,0,Total,100
30462,55,2039,2,One adult with children,1,18-24,2
30463,55,2039,2,One adult with children,2,25-44,66
30464,55,2039,2,One adult with children,3,45-64,31
30465,55,2039,2,One adult with children,4,65 & Over,1
30466,55,2039,3,More than one adult with no children,0,Total,1167
30467,55,2039,3,More than one adult with no children,1,18-24,19
30468,55,2039,3,More than one adult with no children,2,25-44,113
30469,55,2039,3,More than one adult with no children,3,45-64,474
30470,55,2039,3,More than one adult with no children,4,65 & Over,561
30471,55,2039,4,More than one adult with children,0,Total,615
30472,55,2039,4,More than one adult with children,1,18-24,12
30473,55,2039,4,More than one adult with children,2,25-44,356
30474,55,2039,4,More than one adult with children,3,45-64,198
30475,55,2039,4,More than one adult with children,4,65 & Over,49
30476,55,2040,0,All Households,0,Total,2688
30477,55,2040,0,All Households,1,18-24,44
30478,55,2040,0,All Households,2,25-44,625
30479,55,2040,0,All Households,3,45-64,958
30480,55,2040,0,All Households,4,65 & Over,1061
30481,55,2040,1,One adult with no children,0,Total,821
30482,55,2040,1,One adult with no children,1,18-24,12
30483,55,2040,1,One adult with no children,2,25-44,95
30484,55,2040,1,One adult with no children,3,45-64,246
30485,55,2040,1,One adult with no children,4,65 & Over,468
30486,55,2040,2,One adult with children,0,Total,100
30487,55,2040,2,One adult with children,1,18-24,2
30488,55,2040,2,One adult with children,2,25-44,65
30489,55,2040,2,One adult with children,3,45-64,32
30490,55,2040,2,One adult with children,4,65 & Over,1
30491,55,2040,3,More than one adult with no children,0,Total,1155
30492,55,2040,3,More than one adult with no children,1,18-24,18
30493,55,2040,3,More than one adult with no children,2,25-44,112
30494,55,2040,3,More than one adult with no children,3,45-64,480
30495,55,2040,3,More than one adult with no children,4,65 & Over,545
30496,55,2040,4,More than one adult with children,0,Total,612
30497,55,2040,4,More than one adult with children,1,18-24,12
30498,55,2040,4,More than one adult with children,2,25-44,353
30499,55,2040,4,More than one adult with children,3,45-64,200
30500,55,2040,4,More than one adult with children,4,65 & Over,47
30501,55,2041,0,All Households,0,Total,2664
30502,55,2041,0,All Households,1,18-24,45
30503,55,2041,0,All Households,2,25-44,615
30504,55,2041,0,All Households,3,45-64,969
30505,55,2041,0,All Households,4,65 & Over,1035
30506,55,2041,1,One adult with no children,0,Total,811
30507,55,2041,1,One adult with no children,1,18-24,12
30508,55,2041,1,One adult with no children,2,25-44,93
30509,55,2041,1,One adult with no children,3,45-64,249
30510,55,2041,1,One adult with no children,4,65 & Over,457
30511,55,2041,2,One adult with children,0,Total,99
30512,55,2041,2,One adult with children,1,18-24,2
30513,55,2041,2,One adult with children,2,25-44,64
30514,55,2041,2,One adult with children,3,45-64,32
30515,55,2041,2,One adult with children,4,65 & Over,1
30516,55,2041,3,More than one adult with no children,0,Total,1145
30517,55,2041,3,More than one adult with no children,1,18-24,19
30518,55,2041,3,More than one adult with no children,2,25-44,110
30519,55,2041,3,More than one adult with no children,3,45-64,485
30520,55,2041,3,More than one adult with no children,4,65 & Over,531
30521,55,2041,4,More than one adult with children,0,Total,609
30522,55,2041,4,More than one adult with children,1,18-24,12
30523,55,2041,4,More than one adult with children,2,25-44,348
30524,55,2041,4,More than one adult with children,3,45-64,203
30525,55,2041,4,More than one adult with children,4,65 & Over,46
30526,55,2042,0,All Households,0,Total,2638
30527,55,2042,0,All Households,1,18-24,46
30528,55,2042,0,All Households,2,25-44,608
30529,55,2042,0,All Households,3,45-64,974
30530,55,2042,0,All Households,4,65 & Over,1010
30531,55,2042,1,One adult with no children,0,Total,801
30532,55,2042,1,One adult with no children,1,18-24,13
30533,55,2042,1,One adult with no children,2,25-44,92
30534,55,2042,1,One adult with no children,3,45-64,250
30535,55,2042,1,One adult with no children,4,65 & Over,446
30536,55,2042,2,One adult with children,0,Total,98
30537,55,2042,2,One adult with children,1,18-24,2
30538,55,2042,2,One adult with children,2,25-44,63
30539,55,2042,2,One adult with children,3,45-64,32
30540,55,2042,2,One adult with children,4,65 & Over,1
30541,55,2042,3,More than one adult with no children,0,Total,1134
30542,55,2042,3,More than one adult with no children,1,18-24,19
30543,55,2042,3,More than one adult with no children,2,25-44,109
30544,55,2042,3,More than one adult with no children,3,45-64,488
30545,55,2042,3,More than one adult with no children,4,65 & Over,518
30546,55,2042,4,More than one adult with children,0,Total,605
30547,55,2042,4,More than one adult with children,1,18-24,12
30548,55,2042,4,More than one adult with children,2,25-44,344
30549,55,2042,4,More than one adult with children,3,45-64,204
30550,55,2042,4,More than one adult with children,4,65 & Over,45
30551,55,2043,0,All Households,0,Total,2621
30552,55,2043,0,All Households,1,18-24,47
30553,55,2043,0,All Households,2,25-44,598
30554,55,2043,0,All Households,3,45-64,984
30555,55,2043,0,All Households,4,65 & Over,992
30556,55,2043,1,One adult with no children,0,Total,795
30557,55,2043,1,One adult with no children,1,18-24,13
30558,55,2043,1,One adult with no children,2,25-44,91
30559,55,2043,1,One adult with no children,3,45-64,253
30560,55,2043,1,One adult with no children,4,65 & Over,438
30561,55,2043,2,One adult with children,0,Total,98
30562,55,2043,2,One adult with children,1,18-24,2
30563,55,2043,2,One adult with children,2,25-44,62
30564,55,2043,2,One adult with children,3,45-64,33
30565,55,2043,2,One adult with children,4,65 & Over,1
30566,55,2043,3,More than one adult with no children,0,Total,1127
30567,55,2043,3,More than one adult with no children,1,18-24,19
30568,55,2043,3,More than one adult with no children,2,25-44,107
30569,55,2043,3,More than one adult with no children,3,45-64,492
30570,55,2043,3,More than one adult with no children,4,65 & Over,509
30571,55,2043,4,More than one adult with children,0,Total,601
30572,55,2043,4,More than one adult with children,1,18-24,13
30573,55,2043,4,More than one adult with children,2,25-44,338
30574,55,2043,4,More than one adult with children,3,45-64,206
30575,55,2043,4,More than one adult with children,4,65 & Over,44
30576,55,2044,0,All Households,0,Total,2601
30577,55,2044,0,All Households,1,18-24,47
30578,55,2044,0,All Households,2,25-44,592
30579,55,2044,0,All Households,3,45-64,984
30580,55,2044,0,All Households,4,65 & Over,978
30581,55,2044,1,One adult with no children,0,Total,787
30582,55,2044,1,One adult with no children,1,18-24,13
30583,55,2044,1,One adult with no children,2,25-44,90
30584,55,2044,1,One adult with no children,3,45-64,253
30585,55,2044,1,One adult with no children,4,65 & Over,431
30586,55,2044,2,One adult with children,0,Total,98
30587,55,2044,2,One adult with children,1,18-24,2
30588,55,2044,2,One adult with children,2,25-44,62
30589,55,2044,2,One adult with children,3,45-64,33
30590,55,2044,2,One adult with children,4,65 & Over,1
30591,55,2044,3,More than one adult with no children,0,Total,1119
30592,55,2044,3,More than one adult with no children,1,18-24,19
30593,55,2044,3,More than one adult with no children,2,25-44,106
30594,55,2044,3,More than one adult with no children,3,45-64,492
30595,55,2044,3,More than one adult with no children,4,65 & Over,502
30596,55,2044,4,More than one adult with children,0,Total,597
30597,55,2044,4,More than one adult with children,1,18-24,13
30598,55,2044,4,More than one adult with children,2,25-44,334
30599,55,2044,4,More than one adult with children,3,45-64,206
30600,55,2044,4,More than one adult with children,4,65 & Over,44
30601,55,2045,0,All Households,0,Total,2576
30602,55,2045,0,All Households,1,18-24,47
30603,55,2045,0,All Households,2,25-44,580
30604,55,2045,0,All Households,3,45-64,984
30605,55,2045,0,All Households,4,65 & Over,965
30606,55,2045,1,One adult with no children,0,Total,780
30607,55,2045,1,One adult with no children,1,18-24,13
30608,55,2045,1,One adult with no children,2,25-44,88
30609,55,2045,1,One adult with no children,3,45-64,253
30610,55,2045,1,One adult with no children,4,65 & Over,426
30611,55,2045,2,One adult with children,0,Total,96
30612,55,2045,2,One adult with children,1,18-24,2
30613,55,2045,2,One adult with children,2,25-44,60
30614,55,2045,2,One adult with children,3,45-64,33
30615,55,2045,2,One adult with children,4,65 & Over,1
30616,55,2045,3,More than one adult with no children,0,Total,1110
30617,55,2045,3,More than one adult with no children,1,18-24,19
30618,55,2045,3,More than one adult with no children,2,25-44,104
30619,55,2045,3,More than one adult with no children,3,45-64,492
30620,55,2045,3,More than one adult with no children,4,65 & Over,495
30621,55,2045,4,More than one adult with children,0,Total,590
30622,55,2045,4,More than one adult with children,1,18-24,13
30623,55,2045,4,More than one adult with children,2,25-44,328
30624,55,2045,4,More than one adult with children,3,45-64,206
30625,55,2045,4,More than one adult with children,4,65 & Over,43
30626,55,2046,0,All Households,0,Total,2562
30627,55,2046,0,All Households,1,18-24,48
30628,55,2046,0,All Households,2,25-44,575
30629,55,2046,0,All Households,3,45-64,986
30630,55,2046,0,All Households,4,65 & Over,953
30631,55,2046,1,One adult with no children,0,Total,773
30632,55,2046,1,One adult with no children,1,18-24,13
30633,55,2046,1,One adult with no children,2,25-44,87
30634,55,2046,1,One adult with no children,3,45-64,253
30635,55,2046,1,One adult with no children,4,65 & Over,420
30636,55,2046,2,One adult with children,0,Total,96
30637,55,2046,2,One adult with children,1,18-24,2
30638,55,2046,2,One adult with children,2,25-44,60
30639,55,2046,2,One adult with children,3,45-64,33
30640,55,2046,2,One adult with children,4,65 & Over,1
30641,55,2046,3,More than one adult with no children,0,Total,1106
30642,55,2046,3,More than one adult with no children,1,18-24,20
30643,55,2046,3,More than one adult with no children,2,25-44,103
30644,55,2046,3,More than one adult with no children,3,45-64,494
30645,55,2046,3,More than one adult with no children,4,65 & Over,489
30646,55,2046,4,More than one adult with children,0,Total,587
30647,55,2046,4,More than one adult with children,1,18-24,13
30648,55,2046,4,More than one adult with children,2,25-44,325
30649,55,2046,4,More than one adult with children,3,45-64,206
30650,55,2046,4,More than one adult with children,4,65 & Over,43
30651,55,2047,0,All Households,0,Total,2544
30652,55,2047,0,All Households,1,18-24,48
30653,55,2047,0,All Households,2,25-44,567
30654,55,2047,0,All Households,3,45-64,992
30655,55,2047,0,All Households,4,65 & Over,937
30656,55,2047,1,One adult with no children,0,Total,767
30657,55,2047,1,One adult with no children,1,18-24,13
30658,55,2047,1,One adult with no children,2,25-44,86
30659,55,2047,1,One adult with no children,3,45-64,255
30660,55,2047,1,One adult with no children,4,65 & Over,413
30661,55,2047,2,One adult with children,0,Total,95
30662,55,2047,2,One adult with children,1,18-24,2
30663,55,2047,2,One adult with children,2,25-44,59
30664,55,2047,2,One adult with children,3,45-64,33
30665,55,2047,2,One adult with children,4,65 & Over,1
30666,55,2047,3,More than one adult with no children,0,Total,1100
30667,55,2047,3,More than one adult with no children,1,18-24,20
30668,55,2047,3,More than one adult with no children,2,25-44,102
30669,55,2047,3,More than one adult with no children,3,45-64,497
30670,55,2047,3,More than one adult with no children,4,65 & Over,481
30671,55,2047,4,More than one adult with children,0,Total,582
30672,55,2047,4,More than one adult with children,1,18-24,13
30673,55,2047,4,More than one adult with children,2,25-44,320
30674,55,2047,4,More than one adult with children,3,45-64,207
30675,55,2047,4,More than one adult with children,4,65 & Over,42
30676,55,2048,0,All Households,0,Total,2527
30677,55,2048,0,All Households,1,18-24,48
30678,55,2048,0,All Households,2,25-44,560
30679,55,2048,0,All Households,3,45-64,994
30680,55,2048,0,All Households,4,65 & Over,925
30681,55,2048,1,One adult with no children,0,Total,761
30682,55,2048,1,One adult with no children,1,18-24,13
30683,55,2048,1,One adult with no children,2,25-44,85
30684,55,2048,1,One adult with no children,3,45-64,255
30685,55,2048,1,One adult with no children,4,65 & Over,408
30686,55,2048,2,One adult with children,0,Total,94
30687,55,2048,2,One adult with children,1,18-24,2
30688,55,2048,2,One adult with children,2,25-44,58
30689,55,2048,2,One adult with children,3,45-64,33
30690,55,2048,2,One adult with children,4,65 & Over,1
30691,55,2048,3,More than one adult with no children,0,Total,1093
30692,55,2048,3,More than one adult with no children,1,18-24,20
30693,55,2048,3,More than one adult with no children,2,25-44,100
30694,55,2048,3,More than one adult with no children,3,45-64,498
30695,55,2048,3,More than one adult with no children,4,65 & Over,475
30696,55,2048,4,More than one adult with children,0,Total,579
30697,55,2048,4,More than one adult with children,1,18-24,13
30698,55,2048,4,More than one adult with children,2,25-44,317
30699,55,2048,4,More than one adult with children,3,45-64,208
30700,55,2048,4,More than one adult with children,4,65 & Over,41
30701,55,2049,0,All Households,0,Total,2515
30702,55,2049,0,All Households,1,18-24,47
30703,55,2049,0,All Households,2,25-44,554
30704,55,2049,0,All Households,3,45-64,995
30705,55,2049,0,All Households,4,65 & Over,919
30706,55,2049,1,One adult with no children,0,Total,758
30707,55,2049,1,One adult with no children,1,18-24,13
30708,55,2049,1,One adult with no children,2,25-44,84
30709,55,2049,1,One adult with no children,3,45-64,256
30710,55,2049,1,One adult with no children,4,65 & Over,405
30711,55,2049,2,One adult with children,0,Total,94
30712,55,2049,2,One adult with children,1,18-24,2
30713,55,2049,2,One adult with children,2,25-44,58
30714,55,2049,2,One adult with children,3,45-64,33
30715,55,2049,2,One adult with children,4,65 & Over,1
30716,55,2049,3,More than one adult with no children,0,Total,1088
30717,55,2049,3,More than one adult with no children,1,18-24,19
30718,55,2049,3,More than one adult with no children,2,25-44,99
30719,55,2049,3,More than one adult with no children,3,45-64,498
30720,55,2049,3,More than one adult with no children,4,65 & Over,472
30721,55,2049,4,More than one adult with children,0,Total,575
30722,55,2049,4,More than one adult with children,1,18-24,13
30723,55,2049,4,More than one adult with children,2,25-44,313
30724,55,2049,4,More than one adult with children,3,45-64,208
30725,55,2049,4,More than one adult with children,4,65 & Over,41
30726,55,2050,0,All Households,0,Total,2506
30727,55,2050,0,All Households,1,18-24,47
30728,55,2050,0,All Households,2,25-44,552
30729,55,2050,0,All Households,3,45-64,989
30730,55,2050,0,All Households,4,65 & Over,918
30731,55,2050,1,One adult with no children,0,Total,756
30732,55,2050,1,One adult with no children,1,18-24,13
30733,55,2050,1,One adult with no children,2,25-44,84
30734,55,2050,1,One adult with no children,3,45-64,254
30735,55,2050,1,One adult with no children,4,65 & Over,405
30736,55,2050,2,One adult with children,0,Total,93
30737,55,2050,2,One adult with children,1,18-24,2
30738,55,2050,2,One adult with children,2,25-44,57
30739,55,2050,2,One adult with children,3,45-64,33
30740,55,2050,2,One adult with children,4,65 & Over,1
30741,55,2050,3,More than one adult with no children,0,Total,1084
30742,55,2050,3,More than one adult with no children,1,18-24,19
30743,55,2050,3,More than one adult with no children,2,25-44,99
30744,55,2050,3,More than one adult with no children,3,45-64,495
30745,55,2050,3,More than one adult with no children,4,65 & Over,471
30746,55,2050,4,More than one adult with children,0,Total,573
30747,55,2050,4,More than one adult with children,1,18-24,13
30748,55,2050,4,More than one adult with children,2,25-44,312
30749,55,2050,4,More than one adult with children,3,45-64,207
30750,55,2050,4,More than one adult with children,4,65 & Over,41
30751,57,2010,0,All Households,0,Total,648
30752,57,2010,0,All Households,1,18-24,27
30753,57,2010,0,All Households,2,25-44,159
30754,57,2010,0,All Households,3,45-64,291
30755,57,2010,0,All Households,4,65 & Over,171
30756,57,2010,1,One adult with no children,0,Total,200
30757,57,2010,1,One adult with no children,1,18-24,8
30758,57,2010,1,One adult with no children,2,25-44,37
30759,57,2010,1,One adult with no children,3,45-64,90
30760,57,2010,1,One adult with no children,4,65 & Over,65
30761,57,2010,2,One adult with children,0,Total,22
30762,57,2010,2,One adult with children,1,18-24,0
30763,57,2010,2,One adult with children,2,25-44,9
30764,57,2010,2,One adult with children,3,45-64,12
30765,57,2010,2,One adult with children,4,65 & Over,1
30766,57,2010,3,More than one adult with no children,0,Total,296
30767,57,2010,3,More than one adult with no children,1,18-24,14
30768,57,2010,3,More than one adult with no children,2,25-44,50
30769,57,2010,3,More than one adult with no children,3,45-64,131
30770,57,2010,3,More than one adult with no children,4,65 & Over,101
30771,57,2010,4,More than one adult with children,0,Total,130
30772,57,2010,4,More than one adult with children,1,18-24,5
30773,57,2010,4,More than one adult with children,2,25-44,63
30774,57,2010,4,More than one adult with children,3,45-64,58
30775,57,2010,4,More than one adult with children,4,65 & Over,4
30776,57,2011,0,All Households,0,Total,628
30777,57,2011,0,All Households,1,18-24,24
30778,57,2011,0,All Households,2,25-44,154
30779,57,2011,0,All Households,3,45-64,281
30780,57,2011,0,All Households,4,65 & Over,169
30781,57,2011,1,One adult with no children,0,Total,193
30782,57,2011,1,One adult with no children,1,18-24,7
30783,57,2011,1,One adult with no children,2,25-44,36
30784,57,2011,1,One adult with no children,3,45-64,86
30785,57,2011,1,One adult with no children,4,65 & Over,64
30786,57,2011,2,One adult with children,0,Total,21
30787,57,2011,2,One adult with children,1,18-24,0
30788,57,2011,2,One adult with children,2,25-44,9
30789,57,2011,2,One adult with children,3,45-64,11
30790,57,2011,2,One adult with children,4,65 & Over,1
30791,57,2011,3,More than one adult with no children,0,Total,289
30792,57,2011,3,More than one adult with no children,1,18-24,13
30793,57,2011,3,More than one adult with no children,2,25-44,49
30794,57,2011,3,More than one adult with no children,3,45-64,127
30795,57,2011,3,More than one adult with no children,4,65 & Over,100
30796,57,2011,4,More than one adult with children,0,Total,125
30797,57,2011,4,More than one adult with children,1,18-24,4
30798,57,2011,4,More than one adult with children,2,25-44,60
30799,57,2011,4,More than one adult with children,3,45-64,57
30800,57,2011,4,More than one adult with children,4,65 & Over,4
30801,57,2012,0,All Households,0,Total,611
30802,57,2012,0,All Households,1,18-24,23
30803,57,2012,0,All Households,2,25-44,144
30804,57,2012,0,All Households,3,45-64,269
30805,57,2012,0,All Households,4,65 & Over,175
30806,57,2012,1,One adult with no children,0,Total,188
30807,57,2012,1,One adult with no children,1,18-24,7
30808,57,2012,1,One adult with no children,2,25-44,33
30809,57,2012,1,One adult with no children,3,45-64,82
30810,57,2012,1,One adult with no children,4,65 & Over,66
30811,57,2012,2,One adult with children,0,Total,20
30812,57,2012,2,One adult with children,1,18-24,0
30813,57,2012,2,One adult with children,2,25-44,8
30814,57,2012,2,One adult with children,3,45-64,11
30815,57,2012,2,One adult with children,4,65 & Over,1
30816,57,2012,3,More than one adult with no children,0,Total,284
30817,57,2012,3,More than one adult with no children,1,18-24,12
30818,57,2012,3,More than one adult with no children,2,25-44,47
30819,57,2012,3,More than one adult with no children,3,45-64,121
30820,57,2012,3,More than one adult with no children,4,65 & Over,104
30821,57,2012,4,More than one adult with children,0,Total,119
30822,57,2012,4,More than one adult with children,1,18-24,4
30823,57,2012,4,More than one adult with children,2,25-44,56
30824,57,2012,4,More than one adult with children,3,45-64,55
30825,57,2012,4,More than one adult with children,4,65 & Over,4
30826,57,2013,0,All Households,0,Total,612
30827,57,2013,0,All Households,1,18-24,24
30828,57,2013,0,All Households,2,25-44,143
30829,57,2013,0,All Households,3,45-64,273
30830,57,2013,0,All Households,4,65 & Over,172
30831,57,2013,1,One adult with no children,0,Total,188
30832,57,2013,1,One adult with no children,1,18-24,7
30833,57,2013,1,One adult with no children,2,25-44,33
30834,57,2013,1,One adult with no children,3,45-64,83
30835,57,2013,1,One adult with no children,4,65 & Over,65
30836,57,2013,2,One adult with children,0,Total,20
30837,57,2013,2,One adult with children,1,18-24,0
30838,57,2013,2,One adult with children,2,25-44,8
30839,57,2013,2,One adult with children,3,45-64,11
30840,57,2013,2,One adult with children,4,65 & Over,1
30841,57,2013,3,More than one adult with no children,0,Total,285
30842,57,2013,3,More than one adult with no children,1,18-24,13
30843,57,2013,3,More than one adult with no children,2,25-44,47
30844,57,2013,3,More than one adult with no children,3,45-64,123
30845,57,2013,3,More than one adult with no children,4,65 & Over,102
30846,57,2013,4,More than one adult with children,0,Total,119
30847,57,2013,4,More than one adult with children,1,18-24,4
30848,57,2013,4,More than one adult with children,2,25-44,55
30849,57,2013,4,More than one adult with children,3,45-64,56
30850,57,2013,4,More than one adult with children,4,65 & Over,4
30851,57,2014,0,All Households,0,Total,629
30852,57,2014,0,All Households,1,18-24,26
30853,57,2014,0,All Households,2,25-44,146
30854,57,2014,0,All Households,3,45-64,275
30855,57,2014,0,All Households,4,65 & Over,182
30856,57,2014,1,One adult with no children,0,Total,191
30857,57,2014,1,One adult with no children,1,18-24,7
30858,57,2014,1,One adult with no children,2,25-44,33
30859,57,2014,1,One adult with no children,3,45-64,83
30860,57,2014,1,One adult with no children,4,65 & Over,68
30861,57,2014,2,One adult with children,0,Total,20
30862,57,2014,2,One adult with children,1,18-24,0
30863,57,2014,2,One adult with children,2,25-44,8
30864,57,2014,2,One adult with children,3,45-64,11
30865,57,2014,2,One adult with children,4,65 & Over,1
30866,57,2014,3,More than one adult with no children,0,Total,296
30867,57,2014,3,More than one adult with no children,1,18-24,15
30868,57,2014,3,More than one adult with no children,2,25-44,49
30869,57,2014,3,More than one adult with no children,3,45-64,124
30870,57,2014,3,More than one adult with no children,4,65 & Over,108
30871,57,2014,4,More than one adult with children,0,Total,122
30872,57,2014,4,More than one adult with children,1,18-24,4
30873,57,2014,4,More than one adult with children,2,25-44,56
30874,57,2014,4,More than one adult with children,3,45-64,57
30875,57,2014,4,More than one adult with children,4,65 & Over,5
30876,57,2015,0,All Households,0,Total,610
30877,57,2015,0,All Households,1,18-24,25
30878,57,2015,0,All Households,2,25-44,142
30879,57,2015,0,All Households,3,45-64,256
30880,57,2015,0,All Households,4,65 & Over,187
30881,57,2015,1,One adult with no children,0,Total,186
30882,57,2015,1,One adult with no children,1,18-24,7
30883,57,2015,1,One adult with no children,2,25-44,32
30884,57,2015,1,One adult with no children,3,45-64,77
30885,57,2015,1,One adult with no children,4,65 & Over,70
30886,57,2015,2,One adult with children,0,Total,18
30887,57,2015,2,One adult with children,1,18-24,0
30888,57,2015,2,One adult with children,2,25-44,7
30889,57,2015,2,One adult with children,3,45-64,10
30890,57,2015,2,One adult with children,4,65 & Over,1
30891,57,2015,3,More than one adult with no children,0,Total,289
30892,57,2015,3,More than one adult with no children,1,18-24,14
30893,57,2015,3,More than one adult with no children,2,25-44,49
30894,57,2015,3,More than one adult with no children,3,45-64,115
30895,57,2015,3,More than one adult with no children,4,65 & Over,111
30896,57,2015,4,More than one adult with children,0,Total,117
30897,57,2015,4,More than one adult with children,1,18-24,4
30898,57,2015,4,More than one adult with children,2,25-44,54
30899,57,2015,4,More than one adult with children,3,45-64,54
30900,57,2015,4,More than one adult with children,4,65 & Over,5
30901,57,2016,0,All Households,0,Total,607
30902,57,2016,0,All Households,1,18-24,26
30903,57,2016,0,All Households,2,25-44,141
30904,57,2016,0,All Households,3,45-64,251
30905,57,2016,0,All Households,4,65 & Over,189
30906,57,2016,1,One adult with no children,0,Total,184
30907,57,2016,1,One adult with no children,1,18-24,7
30908,57,2016,1,One adult with no children,2,25-44,32
30909,57,2016,1,One adult with no children,3,45-64,75
30910,57,2016,1,One adult with no children,4,65 & Over,70
30911,57,2016,2,One adult with children,0,Total,18
30912,57,2016,2,One adult with children,1,18-24,0
30913,57,2016,2,One adult with children,2,25-44,7
30914,57,2016,2,One adult with children,3,45-64,10
30915,57,2016,2,One adult with children,4,65 & Over,1
30916,57,2016,3,More than one adult with no children,0,Total,290
30917,57,2016,3,More than one adult with no children,1,18-24,15
30918,57,2016,3,More than one adult with no children,2,25-44,49
30919,57,2016,3,More than one adult with no children,3,45-64,113
30920,57,2016,3,More than one adult with no children,4,65 & Over,113
30921,57,2016,4,More than one adult with children,0,Total,115
30922,57,2016,4,More than one adult with children,1,18-24,4
30923,57,2016,4,More than one adult with children,2,25-44,53
30924,57,2016,4,More than one adult with children,3,45-64,53
30925,57,2016,4,More than one adult with children,4,65 & Over,5
30926,57,2017,0,All Households,0,Total,614
30927,57,2017,0,All Households,1,18-24,26
30928,57,2017,0,All Households,2,25-44,146
30929,57,2017,0,All Households,3,45-64,249
30930,57,2017,0,All Households,4,65 & Over,193
30931,57,2017,1,One adult with no children,0,Total,184
30932,57,2017,1,One adult with no children,1,18-24,7
30933,57,2017,1,One adult with no children,2,25-44,32
30934,57,2017,1,One adult with no children,3,45-64,74
30935,57,2017,1,One adult with no children,4,65 & Over,71
30936,57,2017,2,One adult with children,0,Total,18
30937,57,2017,2,One adult with children,1,18-24,0
30938,57,2017,2,One adult with children,2,25-44,7
30939,57,2017,2,One adult with children,3,45-64,10
30940,57,2017,2,One adult with children,4,65 & Over,1
30941,57,2017,3,More than one adult with no children,0,Total,295
30942,57,2017,3,More than one adult with no children,1,18-24,15
30943,57,2017,3,More than one adult with no children,2,25-44,52
30944,57,2017,3,More than one adult with no children,3,45-64,112
30945,57,2017,3,More than one adult with no children,4,65 & Over,116
30946,57,2017,4,More than one adult with children,0,Total,117
30947,57,2017,4,More than one adult with children,1,18-24,4
30948,57,2017,4,More than one adult with children,2,25-44,55
30949,57,2017,4,More than one adult with children,3,45-64,53
30950,57,2017,4,More than one adult with children,4,65 & Over,5
30951,57,2018,0,All Households,0,Total,632
30952,57,2018,0,All Households,1,18-24,24
30953,57,2018,0,All Households,2,25-44,153
30954,57,2018,0,All Households,3,45-64,248
30955,57,2018,0,All Households,4,65 & Over,207
30956,57,2018,1,One adult with no children,0,Total,188
30957,57,2018,1,One adult with no children,1,18-24,6
30958,57,2018,1,One adult with no children,2,25-44,33
30959,57,2018,1,One adult with no children,3,45-64,73
30960,57,2018,1,One adult with no children,4,65 & Over,76
30961,57,2018,2,One adult with children,0,Total,19
30962,57,2018,2,One adult with children,1,18-24,0
