id,area_code,year,household_type_id,household_type_description,age_group_id,age_group_description,total_households
30963,57,2018,2,One adult with children,2,25-44,8
30964,57,2018,2,One adult with children,3,45-64,10
30965,57,2018,2,One adult with children,4,65 & Over,1
30966,57,2018,3,More than one adult with no children,0,Total,305
30967,57,2018,3,More than one adult with no children,1,18-24,15
30968,57,2018,3,More than one adult with no children,2,25-44,55
30969,57,2018,3,More than one adult with no children,3,45-64,111
30970,57,2018,3,More than one adult with no children,4,65 & Over,124
30971,57,2018,4,More than one adult with children,0,Total,120
30972,57,2018,4,More than one adult with children,1,18-24,3
30973,57,2018,4,More than one adult with children,2,25-44,57
30974,57,2018,4,More than one adult with children,3,45-64,54
30975,57,2018,4,More than one adult with children,4,65 & Over,6
30976,57,2019,0,All Households,0,Total,620
30977,57,2019,0,All Households,1,18-24,24
30978,57,2019,0,All Households,2,25-44,154
30979,57,2019,0,All Households,3,45-64,236
30980,57,2019,0,All Households,4,65 & Over,206
30981,57,2019,1,One adult with no children,0,Total,185
30982,57,2019,1,One adult with no children,1,18-24,6
30983,57,2019,1,One adult with no children,2,25-44,34
30984,57,2019,1,One adult with no children,3,45-64,70
30985,57,2019,1,One adult with no children,4,65 & Over,75
30986,57,2019,2,One adult with children,0,Total,18
30987,57,2019,2,One adult with children,1,18-24,0
30988,57,2019,2,One adult with children,2,25-44,8
30989,57,2019,2,One adult with children,3,45-64,9
30990,57,2019,2,One adult with children,4,65 & Over,1
30991,57,2019,3,More than one adult with no children,0,Total,300
30992,57,2019,3,More than one adult with no children,1,18-24,15
30993,57,2019,3,More than one adult with no children,2,25-44,55
30994,57,2019,3,More than one adult with no children,3,45-64,106
30995,57,2019,3,More than one adult with no children,4,65 & Over,124
30996,57,2019,4,More than one adult with children,0,Total,117
30997,57,2019,4,More than one adult with children,1,18-24,3
30998,57,2019,4,More than one adult with children,2,25-44,57
30999,57,2019,4,More than one adult with children,3,45-64,51
31000,57,2019,4,More than one adult with children,4,65 & Over,6
31001,57,2020,0,All Households,0,Total,620
31002,57,2020,0,All Households,1,18-24,27
31003,57,2020,0,All Households,2,25-44,154
31004,57,2020,0,All Households,3,45-64,230
31005,57,2020,0,All Households,4,65 & Over,209
31006,57,2020,1,One adult with no children,0,Total,185
31007,57,2020,1,One adult with no children,1,18-24,7
31008,57,2020,1,One adult with no children,2,25-44,34
31009,57,2020,1,One adult with no children,3,45-64,68
31010,57,2020,1,One adult with no children,4,65 & Over,76
31011,57,2020,2,One adult with children,0,Total,18
31012,57,2020,2,One adult with children,1,18-24,0
31013,57,2020,2,One adult with children,2,25-44,8
31014,57,2020,2,One adult with children,3,45-64,9
31015,57,2020,2,One adult with children,4,65 & Over,1
31016,57,2020,3,More than one adult with no children,0,Total,300
31017,57,2020,3,More than one adult with no children,1,18-24,16
31018,57,2020,3,More than one adult with no children,2,25-44,55
31019,57,2020,3,More than one adult with no children,3,45-64,103
31020,57,2020,3,More than one adult with no children,4,65 & Over,126
31021,57,2020,4,More than one adult with children,0,Total,117
31022,57,2020,4,More than one adult with children,1,18-24,4
31023,57,2020,4,More than one adult with children,2,25-44,57
31024,57,2020,4,More than one adult with children,3,45-64,50
31025,57,2020,4,More than one adult with children,4,65 & Over,6
31026,57,2021,0,All Households,0,Total,618
31027,57,2021,0,All Households,1,18-24,27
31028,57,2021,0,All Households,2,25-44,157
31029,57,2021,0,All Households,3,45-64,219
31030,57,2021,0,All Households,4,65 & Over,215
31031,57,2021,1,One adult with no children,0,Total,183
31032,57,2021,1,One adult with no children,1,18-24,7
31033,57,2021,1,One adult with no children,2,25-44,34
31034,57,2021,1,One adult with no children,3,45-64,64
31035,57,2021,1,One adult with no children,4,65 & Over,78
31036,57,2021,2,One adult with children,0,Total,18
31037,57,2021,2,One adult with children,1,18-24,0
31038,57,2021,2,One adult with children,2,25-44,8
31039,57,2021,2,One adult with children,3,45-64,9
31040,57,2021,2,One adult with children,4,65 & Over,1
31041,57,2021,3,More than one adult with no children,0,Total,300
31042,57,2021,3,More than one adult with no children,1,18-24,16
31043,57,2021,3,More than one adult with no children,2,25-44,56
31044,57,2021,3,More than one adult with no children,3,45-64,98
31045,57,2021,3,More than one adult with no children,4,65 & Over,130
31046,57,2021,4,More than one adult with children,0,Total,117
31047,57,2021,4,More than one adult with children,1,18-24,4
31048,57,2021,4,More than one adult with children,2,25-44,59
31049,57,2021,4,More than one adult with children,3,45-64,48
31050,57,2021,4,More than one adult with children,4,65 & Over,6
31051,57,2022,0,All Households,0,Total,603
31052,57,2022,0,All Households,1,18-24,27
31053,57,2022,0,All Households,2,25-44,156
31054,57,2022,0,All Households,3,45-64,210
31055,57,2022,0,All Households,4,65 & Over,210
31056,57,2022,1,One adult with no children,0,Total,179
31057,57,2022,1,One adult with no children,1,18-24,7
31058,57,2022,1,One adult with no children,2,25-44,34
31059,57,2022,1,One adult with no children,3,45-64,62
31060,57,2022,1,One adult with no children,4,65 & Over,76
31061,57,2022,2,One adult with children,0,Total,16
31062,57,2022,2,One adult with children,1,18-24,0
31063,57,2022,2,One adult with children,2,25-44,8
31064,57,2022,2,One adult with children,3,45-64,8
31065,57,2022,2,One adult with children,4,65 & Over,0
31066,57,2022,3,More than one adult with no children,0,Total,294
31067,57,2022,3,More than one adult with no children,1,18-24,16
31068,57,2022,3,More than one adult with no children,2,25-44,56
31069,57,2022,3,More than one adult with no children,3,45-64,94
31070,57,2022,3,More than one adult with no children,4,65 & Over,128
31071,57,2022,4,More than one adult with children,0,Total,114
31072,57,2022,4,More than one adult with children,1,18-24,4
31073,57,2022,4,More than one adult with children,2,25-44,58
31074,57,2022,4,More than one adult with children,3,45-64,46
31075,57,2022,4,More than one adult with children,4,65 & Over,6
31076,57,2023,0,All Households,0,Total,600
31077,57,2023,0,All Households,1,18-24,27
31078,57,2023,0,All Households,2,25-44,156
31079,57,2023,0,All Households,3,45-64,204
31080,57,2023,0,All Households,4,65 & Over,213
31081,57,2023,1,One adult with no children,0,Total,178
31082,57,2023,1,One adult with no children,1,18-24,7
31083,57,2023,1,One adult with no children,2,25-44,34
31084,57,2023,1,One adult with no children,3,45-64,60
31085,57,2023,1,One adult with no children,4,65 & Over,77
31086,57,2023,2,One adult with children,0,Total,16
31087,57,2023,2,One adult with children,1,18-24,0
31088,57,2023,2,One adult with children,2,25-44,8
31089,57,2023,2,One adult with children,3,45-64,8
31090,57,2023,2,One adult with children,4,65 & Over,0
31091,57,2023,3,More than one adult with no children,0,Total,294
31092,57,2023,3,More than one adult with no children,1,18-24,16
31093,57,2023,3,More than one adult with no children,2,25-44,56
31094,57,2023,3,More than one adult with no children,3,45-64,92
31095,57,2023,3,More than one adult with no children,4,65 & Over,130
31096,57,2023,4,More than one adult with children,0,Total,112
31097,57,2023,4,More than one adult with children,1,18-24,4
31098,57,2023,4,More than one adult with children,2,25-44,58
31099,57,2023,4,More than one adult with children,3,45-64,44
31100,57,2023,4,More than one adult with children,4,65 & Over,6
31101,57,2024,0,All Households,0,Total,594
31102,57,2024,0,All Households,1,18-24,24
31103,57,2024,0,All Households,2,25-44,157
31104,57,2024,0,All Households,3,45-64,200
31105,57,2024,0,All Households,4,65 & Over,213
31106,57,2024,1,One adult with no children,0,Total,176
31107,57,2024,1,One adult with no children,1,18-24,6
31108,57,2024,1,One adult with no children,2,25-44,34
31109,57,2024,1,One adult with no children,3,45-64,59
31110,57,2024,1,One adult with no children,4,65 & Over,77
31111,57,2024,2,One adult with children,0,Total,16
31112,57,2024,2,One adult with children,1,18-24,0
31113,57,2024,2,One adult with children,2,25-44,8
31114,57,2024,2,One adult with children,3,45-64,8
31115,57,2024,2,One adult with children,4,65 & Over,0
31116,57,2024,3,More than one adult with no children,0,Total,291
31117,57,2024,3,More than one adult with no children,1,18-24,15
31118,57,2024,3,More than one adult with no children,2,25-44,56
31119,57,2024,3,More than one adult with no children,3,45-64,90
31120,57,2024,3,More than one adult with no children,4,65 & Over,130
31121,57,2024,4,More than one adult with children,0,Total,111
31122,57,2024,4,More than one adult with children,1,18-24,3
31123,57,2024,4,More than one adult with children,2,25-44,59
31124,57,2024,4,More than one adult with children,3,45-64,43
31125,57,2024,4,More than one adult with children,4,65 & Over,6
31126,57,2025,0,All Households,0,Total,591
31127,57,2025,0,All Households,1,18-24,27
31128,57,2025,0,All Households,2,25-44,159
31129,57,2025,0,All Households,3,45-64,194
31130,57,2025,0,All Households,4,65 & Over,211
31131,57,2025,1,One adult with no children,0,Total,175
31132,57,2025,1,One adult with no children,1,18-24,7
31133,57,2025,1,One adult with no children,2,25-44,35
31134,57,2025,1,One adult with no children,3,45-64,57
31135,57,2025,1,One adult with no children,4,65 & Over,76
31136,57,2025,2,One adult with children,0,Total,16
31137,57,2025,2,One adult with children,1,18-24,0
31138,57,2025,2,One adult with children,2,25-44,8
31139,57,2025,2,One adult with children,3,45-64,8
31140,57,2025,2,One adult with children,4,65 & Over,0
31141,57,2025,3,More than one adult with no children,0,Total,289
31142,57,2025,3,More than one adult with no children,1,18-24,16
31143,57,2025,3,More than one adult with no children,2,25-44,57
31144,57,2025,3,More than one adult with no children,3,45-64,87
31145,57,2025,3,More than one adult with no children,4,65 & Over,129
31146,57,2025,4,More than one adult with children,0,Total,111
31147,57,2025,4,More than one adult with children,1,18-24,4
31148,57,2025,4,More than one adult with children,2,25-44,59
31149,57,2025,4,More than one adult with children,3,45-64,42
31150,57,2025,4,More than one adult with children,4,65 & Over,6
31151,57,2026,0,All Households,0,Total,584
31152,57,2026,0,All Households,1,18-24,27
31153,57,2026,0,All Households,2,25-44,157
31154,57,2026,0,All Households,3,45-64,187
31155,57,2026,0,All Households,4,65 & Over,213
31156,57,2026,1,One adult with no children,0,Total,173
31157,57,2026,1,One adult with no children,1,18-24,7
31158,57,2026,1,One adult with no children,2,25-44,34
31159,57,2026,1,One adult with no children,3,45-64,55
31160,57,2026,1,One adult with no children,4,65 & Over,77
31161,57,2026,2,One adult with children,0,Total,15
31162,57,2026,2,One adult with children,1,18-24,0
31163,57,2026,2,One adult with children,2,25-44,8
31164,57,2026,2,One adult with children,3,45-64,7
31165,57,2026,2,One adult with children,4,65 & Over,0
31166,57,2026,3,More than one adult with no children,0,Total,286
31167,57,2026,3,More than one adult with no children,1,18-24,16
31168,57,2026,3,More than one adult with no children,2,25-44,56
31169,57,2026,3,More than one adult with no children,3,45-64,84
31170,57,2026,3,More than one adult with no children,4,65 & Over,130
31171,57,2026,4,More than one adult with children,0,Total,110
31172,57,2026,4,More than one adult with children,1,18-24,4
31173,57,2026,4,More than one adult with children,2,25-44,59
31174,57,2026,4,More than one adult with children,3,45-64,41
31175,57,2026,4,More than one adult with children,4,65 & Over,6
31176,57,2027,0,All Households,0,Total,577
31177,57,2027,0,All Households,1,18-24,24
31178,57,2027,0,All Households,2,25-44,159
31179,57,2027,0,All Households,3,45-64,179
31180,57,2027,0,All Households,4,65 & Over,215
31181,57,2027,1,One adult with no children,0,Total,171
31182,57,2027,1,One adult with no children,1,18-24,6
31183,57,2027,1,One adult with no children,2,25-44,35
31184,57,2027,1,One adult with no children,3,45-64,53
31185,57,2027,1,One adult with no children,4,65 & Over,77
31186,57,2027,2,One adult with children,0,Total,15
31187,57,2027,2,One adult with children,1,18-24,0
31188,57,2027,2,One adult with children,2,25-44,8
31189,57,2027,2,One adult with children,3,45-64,7
31190,57,2027,2,One adult with children,4,65 & Over,0
31191,57,2027,3,More than one adult with no children,0,Total,284
31192,57,2027,3,More than one adult with no children,1,18-24,15
31193,57,2027,3,More than one adult with no children,2,25-44,57
31194,57,2027,3,More than one adult with no children,3,45-64,80
31195,57,2027,3,More than one adult with no children,4,65 & Over,132
31196,57,2027,4,More than one adult with children,0,Total,107
31197,57,2027,4,More than one adult with children,1,18-24,3
31198,57,2027,4,More than one adult with children,2,25-44,59
31199,57,2027,4,More than one adult with children,3,45-64,39
31200,57,2027,4,More than one adult with children,4,65 & Over,6
31201,57,2028,0,All Households,0,Total,572
